code,company,corpcode
099220,SDN,00574611
079940,가비아,00506294
036620,감성코퍼레이션,00261009
039240,경남스틸,00206039
011040,경동제약,00101549
366030,공구우먼,01307335
204620,글로벌텍스프리,01042711
151910,나노스,00653103
168330,내츄럴엔도텍,00923792
253590,네오셈,01170865
042420,네오위즈홀딩스,00266952
153460,네이블커뮤니케이션즈,00842585
065170,넥스트BT,00384717
085670,뉴프렉스,00493510
119860,다나와,00585608
025440,대성엘텍,00110583
397500,대신밸런스제11호스팩,01580178
108380,대양전기공업,00111193
003310,대주산업,00112457
317330,덕산테코피아,01021666
005290,동진쎄미켐,00118804
060570,드림어스컴퍼니,00364467
187870,디바이스이엔지,00624509
404950,디비금융스팩10호,01591262
263690,디알젬,00966168
171010,램테크놀러지,00654272
281740,레이크머티리얼즈,01255652
277810,레인보우로보틱스,01261644
067730,로지시스,00238199
042500,링네트,00352499
147760,마이크로프랜드,00654175
127160,매직마이크로,00806972
215200,메가스터디교육,01074862
235980,메드팩토,01336373
086900,메디톡스,00580199
021880,메이슨캐피탈,00136101
096640,멜파스,00609315
012860,모베이스전자,00137234
288980,모아데이타,01423837
006920,모헨즈,00163318
059090,미코,00366942
214180,민앤지,01013311
053030,바이넥스,00216027
301300,바이브컴퍼니,00403793
086040,바이오톡스텍,00447502
032980,바이온,00232089
206400,베노홀딩스,01043853
033560,블루콤,00238001
082800,비보존 헬스케어,00533191
083650,비에이치아이,00409788
357880,비트나인,01381984
143240,사람인에이치알,00857480
009300,삼아제약,00126788
032280,삼일,00127909
037460,삼지전자,00128315
101000,상상인인더스트리,00618410
089980,상아프론테크,00181299
042600,새로닉스,00147994
019770,서연탑메탈,00153278
046890,서울반도체,00130763
027040,서울전자통신,00130587
093920,서원인텍,00445799
065710,서호전기,00220622
011560,세보엠이씨,00133876
396300,세아메카닉스,00534701
234340,세틀뱅크,00763701
347000,센코,01023318
091990,셀트리온헬스케어,00554024
950200,소마젠,01442115
094840,슈프리마에이치큐,00599957
039670,스포츠서울,00298687
033170,시그네틱스,00158219
025320,시노펙스,00203023
366330,신한제7호스팩,01514528
222080,씨아이에스,01090471
264660,씨앤지하이테크,00605328
359090,씨엔알리서치,01487446
050860,아세아텍,00138747
154030,아시아종묘,00867478
227610,아우딘퓨쳐스,01080687
069920,아이에스이커머스,00426068
307180,아이엘사이언스,01326279
052770,아이톡시,00346911
140670,알에스오토메이션,00858124
123750,알톤스포츠,00821607
205500,액션스퀘어,01042429
217480,에스디생명공학,01099667
298060,에스씨엠생명과학,01110474
080000,에스엔유,00455981
041910,에스텍파마,00463342
088800,에이스테크,00556907
353060,에이치엠씨제5호스팩,01447244
089530,에이티세미콘,00458562
262260,에이프로,00604268
064090,에프앤리퍼블릭,00390408
036810,에프에스티,00223434
070300,엑스큐어,00683007
333620,엔시스,01310773
217820,엔에스,01020843
198080,엔피디,00876643
376190,엘비루셈,00527011
290650,엘앤씨바이오,01181515
083310,엘오티베큠,00484682
169330,엠브레인,00877174
347890,엠투아이,00670766
259630,엠플러스,00833064
053280,예스24,00362858
900300,오가닉티코스메틱,01169434
046120,오르비텍,00297989
226400,오스테오닉,01082348
353590,오토앤,01084294
309930,오하임아이엔티,01335453
082210,옵트론텍,00327396
232140,와이아이케이,01109539
065530,와이어블,00250137
332570,와이팜,01015160
072470,우리산업홀딩스,00359623
103840,우양,00486875
053080,원방테크,00304076
074600,원익QnC,00468374
064510,유네코,00127699
142210,유니트론텍,00879020
069330,유아이디,00400121
340930,유일에너테크,01368637
373340,유진스팩6호,01514519
065440,이루온,00390514
086890,이수앱지스,00526872
063760,이엘피,00374020
083470,이엠앤아이,00475718
160600,이큐셀,00818472
096040,이트론,00480756
035080,인터파크,00244561
068330,일신바이오,00385415
950140,잉글우드랩,01165739
217190,제너셈,00666204
122310,제노레이,00799539
159580,제로투세븐,00563837
033100,제룡전기,00185356
276730,제주맥주,01230255
082270,젬백스,00492894
208350,지란지교시큐리티,01047169
065060,지엔코,00258102
311320,지오엘리먼트,00668965
094850,참좋은여행,00606770
094360,칩스앤미디어,00579971
307930,컴퍼니케이,00598198
192250,케이사인,01003040
115500,케이씨에스,00441650
093320,케이아이엔엑스,00603348
217600,켐온,01070857
220260,켐트로스,01089350
089890,코세스,00365934
029960,코엔텍,00197476
033290,코웰패션,00155948
282880,코윈테크,01211232
182360,큐브엔터,00985686
110790,크리스에프앤씨,00522007
413600,키움제6호스팩,01616808
044490,태웅,00186799
089030,테크윙,00535676
117730,티로보틱스,00867098
034230,파라다이스,00171265
131760,파인텍,00820352
140860,파크시스템스,00244747
263750,펄어비스,01152470
087010,펩트론,00415868
022100,포스코 ICT,00155212
114630,폴라리스우노,00663669
123010,폴라리스웍스,00615723
023900,풍국주정,00155452
220100,퓨쳐켐,01053540
335810,프리시젼바이오,01137295
041590,플래스크,00297448
051380,피씨디렉트,00297934
239890,피엔에이치테크,01112889
347740,피엔케이피부임상연구센타,01290381
304840,피플바이오,01118281
067310,하나마이크론,00445054
166090,하나머티리얼즈,00660750
149980,하이로닉,00977641
106080,하이소닉,00542898
080720,한국유니온제약,00532855
005860,한일사료,00162911
059270,해성티피씨,00453442
900270,헝셩그룹,01160512
039010,현대에이치티,00255044
061250,화일약품,00188973
097870,효성오앤비,00367385
353190,휴럼,01453670
215090,휴센텍,01063884
145020,휴젤,00888347
227420,도부마스크,01109690
163430,디피코,01072518
266470,바이오인프라생명과학,01130885
210120,빅텐츠,00550082
217320,썬테크,00963000
236030,씨알푸드,01085187
149300,아퓨어스,00578130
251280,안지오랩,01115044
238170,엔에스엠,01011872
311060,엘에이티,01264234
084440,유비온,00531078
135160,지오씨,00657756
169670,코스텍시스템,00610861
217950,파마리서치바이오,01066058
006840,AK홀딩스,00125080
001040,CJ,00148540
016610,DB금융투자,00115694
139130,DGB금융지주,00878915
001940,KISCO홀딩스,00159740
034220,LG디스플레이,00105873
373220,LG에너지솔루션,01515323
006260,LS,00105952
001120,LX인터내셔널,00120076
338100,NH프라임리츠,01391033
010950,S-Oil,00138279
302440,SK바이오사이언스,01319899
285130,SK케미칼,01267170
000660,SK하이닉스,00164779
013580,계룡건설산업,00102432
010130,고려아연,00102858
000270,기아,00106641
003920,남양유업,00107598
025860,남해화학,00107987
002350,넥센타이어,00173874
006280,녹십자,00129679
001680,대상,00121941
016710,대성홀딩스,00108940
042660,대우조선해양,00111704
084010,대한제강,00113225
001790,대한제당,00113234
012510,더존비즈온,00172291
000150,두산,00117212
071840,롯데하이마트,00158307
001080,만호제강,00120872
005360,모나미,00121288
008420,문배철강,00121570
003650,미창석유공업,00122056
001340,백광산업,00122472
007210,벽산,00122898
026940,부국철강,00123781
002070,비비안,00107677
100220,비상교육,00520887
006660,삼성공조,00126201
032830,삼성생명,00126256
272550,삼양패키징,01060814
004440,삼일씨엔에스,00109806
009470,삼화전기,00129271
000390,삼화페인트공업,00129387
007540,샘표,00130091
008490,서흥,00131692
011300,성안,00132868
027970,세하,00133706
004970,신라교역,00135962
034300,신세계건설,00217947
005800,신영와코루,00136624
001720,신영증권,00136721
009270,신원,00136864
002870,신풍제지,00137368
183190,아세아시멘트,00990165
267850,아시아나IDT,00458234
005850,에스엘,00125521
298690,에어부산,00651901
900140,엘브이엠씨,00838500
271560,오리온,01238169
316140,우리금융지주,01350869
010600,웰바이오텍,00141273
000910,유니온,00144252
000100,유한양행,00145109
088260,이리츠코크렙,00544452
084680,이월드,00540605
103590,일진전기,00683469
030000,제일기획,00148276
001560,제일연마,00148461
004700,조광피혁,00148939
120030,조선선재,00796994
035720,카카오,00258801
109070,컨버즈,00753643
281820,케이씨텍,01261893
381970,케이카,01323032
003690,코리안리,00113191
284740,쿠쿠홈시스,01267684
264900,크라운제과,01205329
005740,크라운해태홀딩스,00153126
011280,태림포장,00153524
001420,태원물산,00154055
019180,티에이치엔,00118965
010820,퍼스텍,00148522
016800,퍼시스,00161709
004090,한국석유공업,00157991
034830,한국토지신탁,00233653
002390,한독,00161046
069640,한세엠케이,00357360
213500,한솔제지,01060744
014680,한솔케미칼,00140955
004710,한솔테크닉스,00157399
006390,한일현대시멘트,00164672
052690,한전기술,00159209
272210,한화시스템,00339391
195870,해성디에스,01032413
079430,현대리바트,00300548
069960,현대백화점,00428251
017800,현대엘리베이터,00164724
093240,형지엘리트,00441243
003010,혜인,00165343
079980,휴비스,00362238
060310,3S,00378363
051500,CJ프레시웨이,00127954
023460,CNH,00149266
367360,DB금융스팩9호,01505469
068790,DMS,00361594
079190,EMW,00479705
900290,GRT,01170962
028300,HLB,00199252
047920,HLB제약,00336817
115450,HLB테라퓨틱스,00552859
046440,KG모빌리언스,00405278
052900,KMH하이텍,00276834
108320,LX세미콘,00525934
046140,SBS콘텐츠허브,00280688
040610,SG&G,00264714
337450,SK5호스팩,01414361
289080,SV인베스트먼트,00599151
048770,TPC,00108649
246690,TS인베스트먼트,00778235
040300,YTN,00200275
051390,YW,00296263
900280,골든센츄리,01168143
397880,교보11호스팩,01582228
091970,나노캠텍,00542074
242040,나무기술,01136348
130580,나이스디앤비,00606293
036800,나이스정보통신,00264945
212560,네오오토,00876865
950220,네오이뮨텍,01511558
225570,넷게임즈,01096341
285490,노바텍,01259232
106520,노블엠앤비,00536329
332290,누보,01394669
060260,뉴보텍,00351375
214870,뉴지랩파마,00820389
064260,다날,00389970
020180,대신정보통신,00110875
048910,대원미디어,00351807
010170,대한광통신,00113261
021040,대호특수강,00166175
067080,대화제약,00210740
263600,덕우전자,00571298
194480,데브시스터즈,01008762
025950,동신건설,00116408
041930,동아화성,00199988
228340,동양파일,00993931
023790,동일철강,00172945
263720,디앤씨미디어,01186404
310870,디와이씨,01336443
079810,디이엔티,00445160
300120,라온피플,01251489
084650,랩지노믹스,00545114
900260,로스웰,01139266
302550,리메드,01275665
277070,린드먼아시아,00616962
222810,마이더스AI,01091382
038290,마크로젠,00261373
067280,멀티캠퍼스,00425351
101330,모베이스,00498001
033200,모아텍,00241209
207760,미스터블루,01047840
035620,바른손이앤에이,00259590
064550,바이오니아,00326731
314930,바이오다인,01117413
142760,바이오리더스,00587925
038460,바이오스마트,00240857
043150,바텍,00264255
267790,배럴,01182240
225530,보광산업,00568461
226340,본느,01098792
064480,브리지텍,00359076
288330,브릿지바이오,01227039
369370,블리츠웨이,01508855
086670,비엠티,00524786
053700,삼보모터스,00351092
009620,삼보산업,00125822
054540,삼영엠텍,00250614
032750,삼진,00173351
038540,상상인,00306162
263540,샘코,00971090
092190,서울바이오시스,00488402
063170,서울옥션,00410915
018680,서울제약,00131018
045300,성우테크론,00350482
268600,셀리버리,01182444
290690,소룩스,00605522
258790,소프트캠프,01182408
066910,손오공,00306870
084180,수성이노베이션,00243979
033790,스카이문스테크놀로지,00276083
204630,스튜디오산타클로스,01046203
065350,신성델타테크,00136226
393360,신한제8호스팩,01574760
056700,신화인터텍,00228350
257720,실리콘투,00982023
356890,싸이버원,01293953
217330,싸이토젠,01046391
376290,씨유테크,00575106
189330,씨이랩,00991298
123860,아나패스,00761952
136410,아셈스,00922304
078860,아이오케이,00543204
114810,아이원스,00625942
027360,아주IB투자,00156895
053800,안랩,00298270
131370,알서포트,00838962
293780,압타바이오,01251595
019990,에너토크,00169215
031330,에스에이엠티,00128661
058610,에스피지,00220686
195990,에이비프로바이오,00620558
227100,에이치앤비디자인,01207761
176440,에이치엔티,00872452
200470,에이팩트,00667425
109960,에이프로젠 H&G,00653194
089970,에이피티씨,00544577
230240,에치에프알,01108442
038870,에코바이오,00287812
128540,에코캡,00870481
064850,에프앤가이드,00331016
083500,에프엔에스테크,00476036
391060,엔에이치스팩20호,01573974
073110,엘엠에스,00494218
179290,엠아이텍,00531829
123040,엠에스오토텍,00259545
033160,엠케이전자,00121686
241790,오션브릿지,01113754
031510,오스템,00175173
138080,오이솔루션,00571483
244460,올리패스,01070149
155650,와이엠씨,00870861
251370,와이엠티,00602172
193250,와이제이엠게임즈,01035678
079000,와토스코리아,00455875
115440,우리넷,00664048
037400,우리조명,00155692
240810,원익IPS,01135941
348350,위드텍,00925587
065370,위세아이텍,00374738
036090,위지트,00258360
136540,윈스,00868705
320000,윈텍,01359815
018000,유니슨,00144243
011320,유니크,00147152
080010,이상네트웍스,00454399
900110,이스트아시아홀딩스,00799070
101360,이엔드디,00619640
294090,이오플로우,01274310
181340,이즈미디어,00861720
134060,이퓨쳐,00788737
001840,이화공영,00145668
017250,인터엠,00145914
071200,인피니트헬스케어,00435969
174880,장원테크,00659684
361390,제노코,01014718
058420,제이웨이,00359474
064800,젬백스링크,00392691
044060,조광ILI,00291860
239340,줌인터넷,01128622
072020,중앙백신,00415327
389030,지니너스,01494154
382480,지아이텍,01311310
363250,진시스템,01437858
016920,카스,00152260
042000,카페24,00260879
078340,컴투스,00476498
073010,케이에스피,00328191
052400,코나아이,00349732
009730,코센,00116426
052330,코텍,00305297
365270,큐라클,01397772
051780,큐로홀딩스,00296324
043590,크로바하이텍,00260611
900250,크리스탈신소재,01107665
045520,크린앤사이언스,00185222
352770,클리노믹스,01201970
079970,투비소프트,00596260
084730,팅크웨어,00438036
214450,파마리서치,00970453
032800,판타지오,00231691
027710,팜스토리,00192499
318020,포인트모바일,00962393
041020,폴라리스오피스,00269852
290720,푸드나무,01259311
057880,피에이치씨,00410739
043370,피에이치에이,00155151
128660,피제이메탈,00829380
406760,하나금융21호스팩,01593242
041460,한국전자인증,00361169
021650,한국큐빅,00160010
030520,한글과컴퓨터,00204262
256150,한독크린텍,01069736
043090,한창바이오텍,00351454
034810,해성산업,00219361
041440,현대에버다임,00228536
064240,홈캐스트,00385336
200670,휴메딕스,00614478
084110,휴온스글로벌,00228059
024060,흥구석유,00167004
278990,EMB,01117246
183410,골프존데카,00764807
086220,네추럴FNP,00523176
199150,데이터스트림즈,00553025
162120,루켄테크놀러지스,00886792
236340,메디젠휴먼케어,01023822
191600,블루탑,00611286
215050,비엔디생활건강,01055317
149010,아이케이세미콘,00861100
246250,에스엘에스바이오,01112700
224760,엔에스컴퍼니,00929228
093510,엔지브이아이,00521433
337840,유엑스엔,01396931
208850,이비테크,01116344
248020,젬,01169498
140290,청광건설,00599489
189350,코셋,00965062
303360,프로테옴텍,01267958
242350,피엔아이컴퍼니,00990563
027410,BGF,00219097
012030,DB,00163345
017940,E1,00165583
383220,F&F,01568413
234080,JW생명과학,00225706
009440,KC그린홀딩스,00159971
032640,LG유플러스,00231363
000680,LS네트웍스,00104698
400760,NH올원리츠,01480780
005090,SGC에너지,00125150
006120,SK디스커버리,00131832
003570,SNT중공업,00134477
036530,SNT홀딩스,00225159
005610,SPC삼립,00125530
077970,STX엔진,00480455
267290,경동도시가스,01208885
000050,경방,00101628
002240,고려제강,00103006
009290,광동제약,00103592
037710,광주신세계,00220561
001140,국보,00104519
008870,금비,00168401
011780,금호석유화학,00106368
006570,대림통상,00109824
003540,대신증권,00110893
014160,대영포장,00111458
006340,대원전선,00260392
024890,대원화성,00112022
002880,대유에이텍,00149804
004830,덕성,00114093
002150,도화엔지니어링,00114552
004140,동방,00115287
007590,동방아그로,00115384
005960,동부건설,00115612
002210,동성제약,00116268
282690,동아타이어,01262458
084670,동양고속,00540641
030720,동원수산,00118044
007340,디티알오토모티브,00116949
000060,메리츠화재,00117744
268280,미원에스씨,01234297
018260,삼성에스디에스,00126186
010140,삼성중공업,00126478
145990,삼양사,00896285
002450,삼익악기,00127857
004690,삼천리,00128555
004410,서울식품공업,00130879
000180,성창기업지주,00133335
001430,세아베스틸,00106669
003030,세아제강지주,00124197
091090,세원이앤씨,00585219
033530,세종공업,00134510
134790,시디즈,00852087
004170,신세계,00136378
002030,아세아,00138701
025530,에스제이엠홀딩스,00181943
000670,영풍,00141307
002920,유성기업,00174004
007660,이수페타시스,00107613
093230,이아이디,00480950
008500,일정실업,00146542
015860,일진홀딩스,00146649
317400,자이에스앤디,00367844
348950,제이알글로벌리츠,01415892
010640,진양폴리우레탄,00160375
009310,참엔지니어링,00153621
377300,카카오페이,01244601
357120,코람코에너지리츠,01430475
192820,코스맥스,01009789
044820,코스맥스비티아이,00219574
039490,키움증권,00296290
091810,티웨이항공,00671376
004720,팜젠사이언스,00135050
028670,팬오션,00122737
090080,평화산업,00573579
047050,포스코인터내셔널,00124504
152550,한국ANKOR유전,00907013
123690,한국화장품,00823429
003350,한국화장품제조,00160621
014790,한라,00161116
042700,한미반도체,00161383
008930,한미사이언스,00161426
020000,한섬,00188089
105630,한세실업,00728638
025750,한솔홈데코,00203582
130660,한전산업,00194947
180640,한진칼,00983040
372910,한컴라이프케어,00534598
000370,한화손해보험,00135917
143210,핸즈코퍼레이션,00119140
012330,현대모비스,00164788
241590,화승엔터프라이즈,01128613
133820,화인베스틸,00661847
010660,화천기계,00166500
298020,효성티앤씨,01316227
093370,후성,00595191
081660,휠라홀딩스,00195229
005010,휴스틸,00156488
035760,CJ ENM,00265324
056730,CNT85,00318662
056000,COWON,00361266
367340,DB금융스팩8호,01505450
245620,EDGC,01182550
214270,FSN,01061497
130500,GH신소재,00491938
351340,IBKS제13호스팩,01440481
035900,JYP Ent.,00258689
024840,KBI메탈,00158024
114450,KPX생명과학,00532059
218410,RFHIC,01078178
327260,RF머트리얼즈,01343665
057030,YBM넷,00307222
024910,경창산업,00102353
049720,고려신용정보,00336297
348150,고바이오랩,01399071
038530,골드퍼시픽,00255105
029480,광무,00186452
026910,광진실업,00104120
066620,국보디자인,00253985
186230,그린플러스,00602279
035460,기산텔레콤,00258421
247660,나노씨엠에스,00660459
095660,네오위즈,00628860
033640,네패스,00227333
041140,넥슨지티,00266943
017650,대림제지,00109781
336570,대신밸런스제8호스팩,01407909
007680,대원,00111838
060900,대한그린파워,00367695
054670,대한뉴팜,00207375
077360,덕산하이메탈,00471068
090410,덕신하우징,00454937
100130,동국S&C,00415594
094170,동운아나텍,00695969
110990,디아이티,00576798
078590,디아크,00230814
109740,디에스케이,00530121
219550,디와이디,01089378
263020,디케이앤디,00892526
290550,디케이티,01137903
042510,라온시큐어,00255433
232680,라온테크,00911229
069540,라이트론,00367482
214260,라파스,01058101
039980,리노스,00369213
016100,리더스코스메틱,00180263
098120,마이크로컨텍솔,00568188
065650,메디프론,00391197
140410,메지온,00808022
348030,모비릭스,01210190
279600,미디어젠,01190124
095500,미래나노텍,00526836
353490,미래에셋대우스팩 5호,01450105
064520,바른전자,00370255
099430,바이오플러스,00636656
308080,바이젠셀,01335790
299910,베스파,01259056
100120,뷰웍스,00609324
090460,비에이치,00447609
335890,비올,01406618
082920,비츠로셀,00154718
054220,비츠로시스,00201432
042370,비츠로테크,00103644
065450,빅텍,00385363
380320,삼성머스트스팩5호,01534522
000250,삼천당제약,00128546
038070,서린바이오,00373447
006730,서부T&D,00130383
100660,서암기계공업,00166528
357550,석경에이티,00921916
039310,세중,00264671
252500,세화피앤씨,01169267
331920,셀레믹스,01114586
053110,소리바다,00352718
154040,솔루에타,00624518
050960,수산아이앤티,00577016
253840,수젠텍,01063954
099440,스맥,00580056
048870,시너지이노베이션,00475985
025870,신라에스지,00136004
215600,신라젠,00919966
323280,신영스팩5호,01366000
012790,신일제약,00137058
187270,신화콘텍,00925189
222800,심텍,01095722
037760,쎄니트,00239596
115530,씨엔플러스,00660033
096530,씨젠,00788773
060590,씨티씨바이오,00362292
058220,아리온,00441128
036010,아비코전자,00138598
054800,아이디스홀딩스,00359580
214430,아이쓰리시스템,00612489
185490,아이진,00945457
372800,아이티아이즈,01429840
196170,알테오젠,00989619
179530,애드바이오텍,01022902
050320,에스에이치엔엘,00245898
060540,에스에이티,00379229
214310,에스엘바이오닉스,00957568
007820,에스엠코어,00137915
096630,에스코넥,00573269
098660,에스티오,00612188
239610,에이치엘사이언스,01011438
353070,에이치엠씨제4호스팩,01447217
071670,에이테크솔루션,00384887
247540,에코프로비엠,01160363
173940,에프엔씨엔터,00925295
067570,엔브이에이치코리아,00146436
101400,엔시트론,00641393
265740,엔에프씨,01217829
348370,엔켐,01011526
037950,엘컴텍,00242712
058970,엠로,00396925
019590,엠벤처투자,00136642
009780,엠에스씨,00121154
115960,연우,00372253
090740,연이비앤티,00495554
014940,오리엔탈정공,00141608
080580,오킨스전자,00543107
122990,와이솔,00759294
067900,와이엔텍,00190756
066430,와이오엠,00370200
122870,와이지엔터테인먼트,00613318
046940,우원개발,00363246
065680,우주일렉트로,00390903
053580,웹케시,00323868
330350,위더스제약,00765851
299900,위지윅스튜디오,01276327
048430,유라테크,00201742
206650,유바이오로직스,00927558
388720,유일로보틱스,01152586
191410,육일씨엔에쓰,00843900
072770,율호,00583026
303530,이노뎁,01264872
095190,이엠코리아,00526951
211050,인카금융서비스,01013694
101930,인화정공,00482426
019540,일지테크,00146560
072520,제넨바이오,00408956
026040,제이에스티나,00120289
033050,제이엠아이,00222435
052670,제일바이오,00185505
199820,제일전기공업,00148470
078650,지나인제약,00477257
036180,지더블유바이텍,00257149
270520,지엔원에너지,01228515
018120,진로발효,00170877
261780,차백신연구소,01141599
066360,체리부로,00216434
221980,케이디켐,00370918
089150,케이씨티,00441447
032500,케이엠더블유,00226352
102370,케이옥션,00668600
256940,케이피에스,01037214
101670,코리아에스이,00527491
036690,코맥스,00268118
166480,코아스템,00989664
060280,큐렉소,00356802
040350,큐로컴,00346407
115180,큐리언트,01042650
016600,큐캐피탈,00267942
054780,키이스트,00353762
182690,테라셈,00411905
064760,티씨케이,00245472
340570,티앤엘,00608440
277880,티에스아이,01139035
131290,티에스이,00372226
321550,티움바이오,01335930
037070,파세코,00238153
106240,파인테크닉스,00755739
318010,팜스빌,00986898
054300,팬스타엔터프라이즈,00339072
119500,포메탈,00188797
234100,폴라리스세원,00617998
007330,푸른저축은행,00124805
023770,플레이위드,00138367
062970,피피아이,00403766
347770,핌스,01405390
363260,하나금융17호스팩,01493535
372290,하나머스트7호스팩,01513404
032300,한국파마,00187770
226440,한송네오텍,01101722
079170,한창산업,00202839
220180,핸디소프트,00793155
170030,현대공업,00164502
126640,화신정공,00825223
205470,휴마시스,01042979
115160,휴맥스,00787057
065510,휴비츠,00398668
010240,흥국,00167031
348840,데이드림엔터,01343735
285770,라이프사이언스테크놀로지,01187175
179720,렌딩머신,00978075
200580,메디쎄이,01018617
267060,명진홀딩스,01190513
208890,미래엔에듀파트너,00876209
322190,베른,01412938
258250,셀젠텍,01117918
185190,수프로,00830447
258540,스템랩,01109122
299670,에스엠비나,01203507
234070,에이원알폼,00614089
121060,유니포인트,00445869
344860,이노진,01419135
379390,이성씨엔아이,01365384
341310,이앤에치,01337017
066830,제노텍,00393618
180060,탑선,00874937
266870,파워풀엑스,01190780
079160,CJ CGV,00303873
000990,DB하이텍,00160843
375500,DL이앤씨,01524093
089470,HDC현대EP,00357935
082740,HSD엔진,00361008
001060,JW중외제약,00149947
093050,LF,00593032
005490,POSCO홀딩스,00155319
004060,SG세계물산,00133511
009160,SIMPAC,00138260
361610,SK아이이테크놀로지,01386916
064960,SNT모티브,00398792
002820,SUN&L,00132211
002710,TCC스틸,00117300
002900,TYM,00117230
000500,가온전선,00104768
214390,경보제약,00101664
002140,고려산업,00102751
017900,광전자,00152729
001260,남광토건,00107066
004270,남성,00172185
005720,넥센,00167192
023590,다우기술,00176914
019680,대교,00108913
001130,대한제분,00113243
003830,대한화섬,00113544
069460,대호에이엘,00428729
023450,동남합성,00115065
092780,동양피스톤,00117726
006040,동원산업,00118026
034020,두산중공업,00159616
210540,디와이파워,01059605
115390,락앤락,00561866
089860,롯데렌탈,00545716
330590,롯데리츠,01363818
009900,명신산업,00173078
009580,무림P&P,00119007
357250,미래에셋맵스리츠,01437292
002840,미원상사,00121932
003610,방림,00122348
006090,사조오양,00141875
000810,삼성화재해상보험,00139214
006110,삼아알미늄,00126779
002170,삼양통상,00127042
005680,삼영전자공업,00127200
005500,삼진제약,00128412
011230,삼화전자공업,00129280
075180,새론오토모티브,00305668
014910,성문전자,00132628
308170,센트랄모텍,00450010
248070,솔루엠,01159233
026890,스틱인베스트먼트,00117498
035510,신세계I&C,00219486
008700,아남전자,00138516
001780,알루코,00117027
023960,에쓰씨엔지니어링,00121969
015260,에이엔피,00143314
012160,영흥,00141477
002630,오리엔트바이오,00141626
001800,오리온홀딩스,00117577
011690,와이투솔루션,00144720
016880,웅진,00143651
005820,원림,00143794
077500,유니퀘스트,00414601
074610,이엔플러스,00469799
334890,이지스밸류플러스리츠,01394377
101140,인바이오젠,00652423
249420,일동제약,01168383
007110,일신석재,00146296
007570,일양약품,00146454
020150,일진머티리얼즈,00113997
044380,주연테크,00269241
013890,지누스,00150633
001620,케이비아이동국실업,00114765
053210,케이티스카이라이프,00349097
021240,코웨이,00170558
014580,태경비케이,00122481
004870,티웨이홀딩스,00109514
005690,파미셀,00145163
017810,풀무원,00155355
005810,풍산홀딩스,00155531
950210,프레스티지바이오파마,01510489
000140,하이트진로홀딩스,00148993
025540,한국단자공업,00157070
017960,한국카본,00159795
024720,한국콜마홀딩스,00203290
011500,한농화성,00160861
060980,한라홀딩스,00299002
128940,한미약품,00828497
051600,한전KPS,00159218
003530,한화투자증권,00148610
004310,현대약품,00164706
307950,현대오토에버,00362441
001450,현대해상,00164973
057050,현대홈쇼핑,00412597
002460,화성산업,00174527
058820,CMG제약,00380429
078150,HB테크놀러지,00255275
388790,IBKS제16호스팩,01569102
044180,KD,00111218
035600,KG이니시스,00264547
058400,KNN,00208134
053290,NE능률,00363927
060250,NHN한국사이버결제,00357740
019550,SBI인베스트먼트,00156910
255220,SG,00963976
340350,SK6호스팩,01414936
048550,SM C&C,00185046
053270,구영테크,00202060
053260,금강철강,00105475
051490,나라엠앤디,00297095
293580,나우IB,00651017
290660,네오펙트,01246034
330860,네패스아크,01368354
376930,노을,01494118
142280,녹십자엠에스,00513948
298870,다올인베스트먼트,00682992
068240,다원시스,00523307
020400,대동금속,00191287
008830,대동기어,00109310
004780,대륙제관,00109587
317850,대모,00450995
290670,대보마그네틱,01259418
027830,대성창투,00109037
120240,대정화금,00250997
140520,대창스틸,00112721
033500,동성화인텍,00231105
060380,동양에스텍,00178851
079960,동양이엔피,00178790
088910,동우팜투테이블,00228712
104460,디와이피엔에프,00602136
113810,디젠스,00576789
217500,러셀,01068348
228670,레이,00828761
267980,매일유업,01234507
072870,메가스터디,00422284
080420,모다이노칩,00480048
087260,모바일어플라이언스,00556615
201490,미투온,00965813
950190,미투젠,01416235
206640,바디텍메드,01046708
086820,바이오솔루션,00560982
014470,부방,00243067
251630,브이원텍,01027794
126340,비나텍,00563518
100090,삼강엠앤티,00480367
361670,삼영에스앤씨,00405506
263810,상신전자,00760999
178320,서진시스템,00838005
140070,서플러스글로벌,00599285
011370,서한,00131504
003100,선광,00131896
014620,성광벤드,00132318
081580,성우전자,00364306
053450,세코닉스,00351630
032680,소프트센,00204226
035610,솔본,00249982
276040,스코넥,01290248
159910,스킨앤스킨,00896753
138070,신진에스엠,00577380
243840,신흥에스이씨,00807379
036710,심텍홀딩스,00152127
049960,쎌바이오텍,00357430
297090,씨에스베어링,00765462
115480,씨유메디칼,00681249
074430,아미노로직스,00466428
149950,아바텍,00442048
143160,아이디스,00883980
052860,아이앤씨,00365758
038880,아이에이,00252269
084850,아이티엠반도체,00579980
059120,아진엑스텍,00404288
158430,아톤,00595182
067160,아프리카TV,00399694
065660,안트로젠,00631837
148250,알엔투테크놀로지,00915508
291650,압타머사이언스,01265251
900100,애머릿지,00781202
052790,액토즈소프트,00348034
092600,앤씨앤,00537337
121890,에스디시스템,00604815
101490,에스앤에스텍,00411048
041510,에스엠,00260930
039440,에스티아이,00298340
052020,에스티큐브,00273110
044780,에이치케이,00235183
054940,엑사이엔씨,00360577
236810,엔비티,01051065
031860,엔에스엔,00180865
396770,엔에이치스팩22호,01576713
156100,엘앤케이바이오,00918222
